# Date: 2019/01/15
# Synergy Agility kernel input data
204	0.63065	0.62987	0.63292	0.6427	0.64325	0.64994	0.65808	0.66992	0.69554	0.71276	0.73731	0.75169
205	0.62619	0.62722	0.634	0.63947	0.6404	0.6451	0.65707	0.66847	0.69289	0.71052	0.7364	0.74801
206	0.62415	0.62729	0.63154	0.63888	0.63899	0.64343	0.65583	0.66238	0.69241	0.70949	0.73368	0.74567
207	0.62276	0.62237	0.62771	0.6346	0.6352	0.64061	0.65133	0.66236	0.69227	0.7046	0.73187	0.74493
208	0.62018	0.62389	0.62424	0.63221	0.63266	0.63835	0.64863	0.65814	0.6866	0.7039	0.72688	0.74313
209	0.61729	0.61837	0.62357	0.62963	0.63132	0.63648	0.64481	0.65507	0.68286	0.70158	0.72622	0.73796
210	0.61391	0.61701	0.62006	0.62755	0.62757	0.63593	0.644	0.65256	0.67923	0.69827	0.7251	0.7393
211	0.61246	0.61388	0.61623	0.62312	0.62479	0.63109	0.63977	0.6502	0.67604	0.69537	0.72137	0.73707
212	0.6097	0.61	0.61621	0.62041	0.62356	0.62684	0.63739	0.64891	0.67654	0.69343	0.72064	0.73198
213	0.60505	0.60853	0.61112	0.61722	0.62053	0.62517	0.63907	0.6446	0.67402	0.69119	0.71581	0.7322
214	0.60363	0.60408	0.60787	0.61668	0.61837	0.62231	0.63221	0.64329	0.66973	0.68726	0.71447	0.72957
215	0.60055	0.60247	0.60731	0.61244	0.61454	0.62029	0.62861	0.64217	0.66787	0.68741	0.71078	0.72745
216	0.59744	0.60129	0.60289	0.60948	0.61196	0.61718	0.62886	0.6388	0.665	0.68369	0.71221	0.7242
217	0.59588	0.59662	0.60171	0.6057	0.60976	0.61305	0.62681	0.63553	0.66484	0.68102	0.70706	0.72194
218	0.59279	0.59528	0.59941	0.60438	0.60597	0.61334	0.62239	0.63391	0.66015	0.67785	0.70677	0.7194
219	0.59105	0.59199	0.59585	0.60149	0.60508	0.61007	0.6195	0.62977	0.65755	0.67564	0.70386	0.71681
220	0.58786	0.58943	0.59359	0.60065	0.603	0.60663	0.61714	0.6285	0.65485	0.67586	0.69876	0.71445
